,STATUS,PRICE,BED,BATH,ACRE LOT,FULL ADDRESS,STREET,CITY,STATE,HOUSE SIZE,ZIP
582774,for_sale,585000.0,4.0,2.0,0.25,"173 W End Ave, Long Branch, NJ, 07740",173 W End Ave,Long Branch,New Jersey,1698.0,07740
582777,for_sale,1250000.0,3.0,4.0,0.09,"327 Ramona Ave, Staten Island, NY, 10312",327 Ramona Ave,Staten Island,New York,2400.0,10312
582778,for_sale,1499900.0,4.0,5.0,0.11,"227 Edgegrove Ave, Staten Island, NY, 10312",227 Edgegrove Ave,Staten Island,New York,2940.0,10312
582781,for_sale,1399000.0,3.0,3.0,0.14,"36 Prall Ave, Staten Island, NY, 10312",36 Prall Ave,Staten Island,New York,3100.0,10312
582789,for_sale,729000.0,5.0,2.0,0.15,"362 Brehaut Ave, Staten Island, NY, 10307",362 Brehaut Ave,Staten Island,New York,880.0,10307
582814,for_sale,695000.0,3.0,3.0,0.06,"108 Notus Ave, Staten Island, NY, 10312",108 Notus Ave,Staten Island,New York,1344.0,10312
582815,for_sale,899999.0,4.0,3.0,0.19,"6 Waimer Pl, Staten Island, NY, 10312",6 Waimer Pl,Staten Island,New York,1360.0,10312
582817,for_sale,869000.0,4.0,2.0,0.1,"21 Deserre Ave, Staten Island, NY, 10312",21 Deserre Ave,Staten Island,New York,1981.0,10312
582838,for_sale,710000.0,3.0,2.0,0.08,"1051 Rathbun Ave, Staten Island, NY, 10309",1051 Rathbun Ave,Staten Island,New York,2420.0,10309
582858,for_sale,1349000.0,5.0,5.0,0.14,"143 S Goff Ave, Staten Island, NY, 10309",143 S Goff Ave,Staten Island,New York,3538.0,10309
583039,for_sale,2650000.0,6.0,7.0,0.24,"419 4th Ave, Belmar, NJ, 07719",419 4th Ave,Belmar,New Jersey,3978.0,07719
583050,for_sale,825000.0,3.0,2.0,0.25,"108 Bayview Ave, Staten Island, NY, 10309",108 Bayview Ave,Staten Island,New York,1764.0,10309
583111,for_sale,429900.0,4.0,2.0,0.08,"436 Thomas St, Perth Amboy, NJ, 08861",436 Thomas St,Perth Amboy,New Jersey,1690.0,08861
583316,for_sale,525000.0,2.0,2.0,0.03,"3F Delmar Ave, Staten Island, NY, 10312",3F Delmar Ave,Staten Island,New York,1427.0,10312
583331,for_sale,620000.0,3.0,1.0,0.05,"233 Lee Ave, Staten Island, NY, 10307",233 Lee Ave,Staten Island,New York,1467.0,10307
583384,for_sale,699800.0,3.0,2.0,0.09,"19 Furman St, Staten Island, NY, 10312",19 Furman St,Staten Island,New York,1800.0,10312
583425,for_sale,1200000.0,3.0,4.0,0.09,"209 Mason Blvd, Staten Island, NY, 10309",209 Mason Blvd,Staten Island,New York,3346.0,10309
583454,for_sale,958000.0,3.0,3.0,0.08,"354 Sleight Ave, Staten Island, NY, 10307",354 Sleight Ave,Staten Island,New York,1800.0,10307
583456,for_sale,699000.0,4.0,3.0,0.17,"46 Coddington Ave, Woodbridge, NJ, 08861",46 Coddington Ave,Woodbridge,New Jersey,2275.0,08861
583460,for_sale,699000.0,3.0,4.0,0.04,"821 Rensselaer Ave, Staten Island, NY, 10309",821 Rensselaer Ave,Staten Island,New York,1680.0,10309
583464,for_sale,1450000.0,4.0,4.0,0.17,"412 Woods of Arden Rd, Staten Island, NY, 10312",412 Woods of Arden Rd,Staten Island,New York,2669.0,10312
583465,for_sale,1350000.0,4.0,4.0,0.14,"406 Woods of Arden Rd, Staten Island, NY, 10312",406 Woods of Arden Rd,Staten Island,New York,2669.0,10312
583466,for_sale,888000.0,4.0,4.0,0.07,"32 Moreno Ct, Staten Island, NY, 10309",32 Moreno Ct,Staten Island,New York,2400.0,10309
583686,for_sale,865000.0,4.0,2.0,0.1,"40 E Figurea Ave, Staten Island, NY, 10308",40 E Figurea Ave,Staten Island,New York,2098.0,10308
583809,for_sale,999999.0,6.0,3.0,0.38,"105 Rosemont Dr, Morganville, NJ, 07751",105 Rosemont Dr,Morganville,New Jersey,3610.0,07751
583812,for_sale,475000.0,4.0,2.0,0.17,"22 Gramercy Rd, Old Bridge, NJ, 08857",22 Gramercy Rd,Old Bridge,New Jersey,1652.0,08857
584009,for_sale,3200000.0,5.0,5.0,0.2,"257 Poillon Ave, Staten Island, NY, 10312",257 Poillon Ave,Staten Island,New York,11550.0,10312
584020,for_sale,829900.0,3.0,4.0,0.06,"26 McKee Ave, Staten Island, NY, 10308",26 McKee Ave,Staten Island,New York,1483.0,10308
584021,for_sale,829900.0,3.0,4.0,0.06,"28 McKee Ave, Staten Island, NY, 10308",28 McKee Ave,Staten Island,New York,1483.0,10308
584023,for_sale,549000.0,4.0,2.0,0.15,"55 Piedmont Dr, Old Bridge, NJ, 08857",55 Piedmont Dr,Old Bridge,New Jersey,1904.0,08857
584028,for_sale,647999.0,3.0,2.0,0.07,"55 Seacrest Ave, Staten Island, NY, 10312",55 Seacrest Ave,Staten Island,New York,1148.0,10312
584037,for_sale,2999999.0,4.0,5.0,0.14,"428 Loretto St, Staten Island, NY, 10307",428 Loretto St,Staten Island,New York,4860.0,10307
584056,for_sale,879999.0,3.0,3.0,0.09,"133 Waterbury Ave, Staten Island, NY, 10309",133 Waterbury Ave,Staten Island,New York,1980.0,10309
584143,for_sale,719000.0,4.0,3.0,0.33,"30 Norris Ave, Metuchen, NJ, 08840",30 Norris Ave,Metuchen,New Jersey,2116.0,08840
584144,for_sale,1395000.0,5.0,4.0,0.18,"224 Albee Ave, Staten Island, NY, 10312",224 Albee Ave,Staten Island,New York,2480.0,10312
584324,for_sale,599000.0,3.0,3.0,0.04,"74 Redwood Loop, Staten Island, NY, 10309",74 Redwood Loop,Staten Island,New York,1740.0,10309
584429,for_sale,874900.0,3.0,2.0,0.09,"630 Barlow Ave, Staten Island, NY, 10312",630 Barlow Ave,Staten Island,New York,2016.0,10312
584475,for_sale,1099999.0,4.0,5.0,0.11,"58 Eagan Ave, Staten Island, NY, 10312",58 Eagan Ave,Staten Island,New York,3500.0,10312
584531,for_sale,999900.0,4.0,4.0,0.09,"271 Manhattan St, Staten Island, NY, 10307",271 Manhattan St,Staten Island,New York,2340.0,10307
584642,for_sale,599999.0,4.0,3.0,0.41,"6 Hamilton Ct, Old Bridge, NJ, 08857",6 Hamilton Ct,Old Bridge,New Jersey,2062.0,08857
584739,for_sale,1650000.0,4.0,4.0,0.23,"1108 N Hillcrest Path, Manasquan, NJ, 08736",1108 N Hillcrest Path,Manasquan,New Jersey,3900.0,08736
584809,for_sale,1089888.0,3.0,2.0,0.18,"451 Foster Rd, Staten Island, NY, 10309",451 Foster Rd,Staten Island,New York,2600.0,10309
584914,for_sale,670000.0,4.0,3.0,0.12,"4 Crown Point Ct, Old Bridge Township, NJ, 08857",4 Crown Point Ct,Old Bridge Township,New Jersey,2357.0,08857
585051,for_sale,620000.0,4.0,3.0,0.63,"30 Birmingham Dr, Manalapan, NJ, 07726",30 Birmingham Dr,Manalapan,New Jersey,2009.0,07726
585109,for_sale,1349000.0,4.0,4.0,0.29,"15 Johanna Ln, Staten Island, NY, 10309",15 Johanna Ln,Staten Island,New York,3350.0,10309
585159,for_sale,275000.0,2.0,2.0,0.01,"223 Medford Ct Unit A, Manalapan, NJ, 07726",223 Medford Ct Unit A,Manalapan,New Jersey,1130.0,07726
585161,for_sale,280000.0,2.0,2.0,0.03,"182 Arrowood Rd Unit D, Manalapan, NJ, 07726",182 Arrowood Rd Unit D,Manalapan,New Jersey,1143.0,07726
585223,for_sale,400000.0,2.0,2.0,0.02,"584 Saint Andrews Pl, Manalapan, NJ, 07726",584 Saint Andrews Pl,Manalapan,New Jersey,1604.0,07726
585225,for_sale,825000.0,3.0,3.0,0.17,"30 Riva Ridge Rd, Manalapan, NJ, 07726",30 Riva Ridge Rd,Manalapan,New Jersey,3386.0,07726
585257,for_sale,379500.0,3.0,3.0,0.03,"32 Oliver Ct Unit 6, Freehold, NJ, 07728",32 Oliver Ct Unit 6,Freehold,New Jersey,1400.0,07728
585264,for_sale,2200000.0,6.0,7.0,24.83,"438 Ely Harmony Rd, Freehold, NJ, 07728",438 Ely Harmony Rd,Freehold,New Jersey,7200.0,07728
585328,for_sale,700000.0,4.0,4.0,0.35,"3 Angel Ct, Howell, NJ, 07731",3 Angel Ct,Howell,New Jersey,2772.0,07731
585405,for_sale,875000.0,5.0,5.0,0.75,"10 Apple Grove Dr, Holmdel, NJ, 07733",10 Apple Grove Dr,Holmdel,New Jersey,3408.0,07733
585471,for_sale,535000.0,4.0,3.0,0.57,"26 Nautilus Dr, Leonardo, NJ, 07737",26 Nautilus Dr,Leonardo,New Jersey,2672.0,07737
585537,for_sale,829000.0,3.0,3.0,0.48,"65 Silverside Ave, Little Silver, NJ, 07739",65 Silverside Ave,Little Silver,New Jersey,2206.0,07739
585574,for_sale,1999999.0,4.0,3.0,0.45,"730 Hoey Ave, Elberon, NJ, 07740",730 Hoey Ave,Elberon,New Jersey,2074.0,07740
585645,for_sale,475000.0,4.0,2.0,0.32,"33 Somerset Pl, Matawan, NJ, 07747",33 Somerset Pl,Matawan,New Jersey,1905.0,07747
585678,for_sale,535500.0,3.0,4.0,0.03,"903 Abby Rd, Middletown, NJ, 07748",903 Abby Rd,Middletown,New Jersey,2200.0,07748
585704,for_sale,599900.0,6.0,2.0,0.14,"81-83 Pacific Ave, North Middletown, NJ, 07748",81-83 Pacific Ave,North Middletown,New Jersey,1600.0,07748
585737,for_sale,265000.0,3.0,2.0,0.48,"2 Sanford St, Manalapan, NJ, 07726",2 Sanford St,Manalapan,New Jersey,1785.0,07726
585738,for_sale,369900.0,3.0,1.0,0.52,"144 Iron Ore Rd, Manalapan, NJ, 07726",144 Iron Ore Rd,Manalapan,New Jersey,1380.0,07726
585753,for_sale,399000.0,4.0,3.0,0.92,"302 White St, Howell, NJ, 07731",302 White St,Howell,New Jersey,1038.0,07731
585775,for_sale,656500.0,4.0,3.0,1.21,"7 Ligotti Ct, Howell, NJ, 07731",7 Ligotti Ct,Howell,New Jersey,2515.0,07731
585777,for_sale,425000.0,2.0,2.0,0.67,"717 Holmdel Rd, Holmdel, NJ, 07733",717 Holmdel Rd,Holmdel,New Jersey,1381.0,07733
585787,for_sale,1150000.0,6.0,6.0,0.8,"14 Alexis Ct, Holmdel, NJ, 07733",14 Alexis Ct,Holmdel,New Jersey,3594.0,07733
585804,for_sale,1790000.0,5.0,7.0,2.87,"1 Newport Cir, Holmdel, NJ, 07733",1 Newport Cir,Holmdel,New Jersey,4345.0,07733
585806,for_sale,2100000.0,5.0,7.0,2.6,"3 Newport Cir, Holmdel, NJ, 07733",3 Newport Cir,Holmdel,New Jersey,6000.0,07733
585815,for_sale,350000.0,5.0,2.0,0.11,"212 Florence Ave, Union Beach, NJ, 07735",212 Florence Ave,Union Beach,New Jersey,1852.0,07735
585819,for_sale,675000.0,4.0,3.0,0.26,"982 Woodcrest Dr, Keyport, NJ, 07735",982 Woodcrest Dr,Keyport,New Jersey,3000.0,07735
585821,for_sale,699000.0,6.0,4.0,0.13,"262 1st St, Keyport, NJ, 07735",262 1st St,Keyport,New Jersey,4146.0,07735
585909,for_sale,504000.0,3.0,2.0,0.14,"5 Roslyn Ct, Howell, NJ, 07731",5 Roslyn Ct,Howell,New Jersey,2010.0,07731
585926,for_sale,529900.0,4.0,3.0,0.34,"8 Dutch Valley Rd, Howell, NJ, 07731",8 Dutch Valley Rd,Howell,New Jersey,1932.0,07731
585974,for_sale,729999.0,4.0,3.0,0.48,"53 Rockwell Cir, Marlboro, NJ, 07746",53 Rockwell Cir,Marlboro,New Jersey,2415.0,07746
586012,for_sale,365000.0,3.0,2.0,0.09,"35 Little St, Matawan, NJ, 07747",35 Little St,Matawan,New Jersey,1747.0,07747
586018,for_sale,399500.0,3.0,2.0,0.03,"29 Monroe St, Matawan, NJ, 07747",29 Monroe St,Matawan,New Jersey,1351.0,07747
586070,for_sale,365000.0,3.0,2.0,0.24,"98 N 5th Ave, Long Branch, NJ, 07740",98 N 5th Ave,Long Branch,New Jersey,1500.0,07740
586174,for_sale,1184900.0,4.0,4.0,1.06,"1 Morningstar Ct, Freehold, NJ, 07728",1 Morningstar Ct,Freehold,New Jersey,3725.0,07728
586215,for_sale,375000.0,2.0,2.0,0.09,"70 Ridge Pl, Freehold, NJ, 07728",70 Ridge Pl,Freehold,New Jersey,1291.0,07728
586221,for_sale,295000.0,2.0,3.0,0.03,"2 Duncan Way, Freehold, NJ, 07728",2 Duncan Way,Freehold,New Jersey,1210.0,07728
586222,for_sale,395000.0,4.0,3.0,0.48,"99 Gravel Hill Rd, Freehold, NJ, 07728",99 Gravel Hill Rd,Freehold,New Jersey,1870.0,07728
586264,for_sale,569000.0,3.0,3.0,0.03,"230 Shinnecock Dr, Manalapan, NJ, 07726",230 Shinnecock Dr,Manalapan,New Jersey,1995.0,07726
586269,for_sale,859000.0,5.0,4.0,0.69,"10 Knollwood Ct, Manalapan, NJ, 07726",10 Knollwood Ct,Manalapan,New Jersey,4180.0,07726
586270,for_sale,729000.0,4.0,3.0,0.16,"13 W Parsonage Way, Manalapan, NJ, 07726",13 W Parsonage Way,Manalapan,New Jersey,3253.0,07726
586292,for_sale,783995.0,2.0,2.0,0.17,"73 Sofia Dr, Manalapan, NJ, 07726",73 Sofia Dr,Manalapan,New Jersey,2040.0,07726
586293,for_sale,858995.0,2.0,2.0,0.17,"63 Sofia Dr, Manalapan, NJ, 07726",63 Sofia Dr,Manalapan,New Jersey,2040.0,07726
586295,for_sale,822995.0,3.0,3.0,0.17,"1 Scarlett Ter, Manalapan, NJ, 07726",1 Scarlett Ter,Manalapan,New Jersey,2637.0,07726
586296,for_sale,832995.0,3.0,3.0,0.17,"75 Sofia Dr, Manalapan, NJ, 07726",75 Sofia Dr,Manalapan,New Jersey,2650.0,07726
586297,for_sale,913820.0,4.0,3.0,0.17,"67 Sofia Dr, Manalapan, NJ, 07726",67 Sofia Dr,Manalapan,New Jersey,2889.0,07726
586298,for_sale,831995.0,4.0,3.0,0.17,"9 Scarlett Ter, Manalapan, NJ, 07726",9 Scarlett Ter,Manalapan,New Jersey,2978.0,07726
586299,for_sale,949847.0,4.0,3.0,0.17,"61 Sofia Dr, Manalapan, NJ, 07726",61 Sofia Dr,Manalapan,New Jersey,2889.0,07726
586300,for_sale,831995.0,4.0,3.0,0.17,"3 Scarlett Ter, Manalapan, NJ, 07726",3 Scarlett Ter,Manalapan,New Jersey,2978.0,07726
586301,for_sale,841995.0,4.0,3.0,0.17,"7 Scarlett Ter, Manalapan, NJ, 07726",7 Scarlett Ter,Manalapan,New Jersey,2978.0,07726
586307,for_sale,339000.0,2.0,3.0,0.02,"24 Heron Ct Unit 24, Englishtown, NJ, 07726",24 Heron Ct Unit 24,Englishtown,New Jersey,1444.0,07726
586308,for_sale,450000.0,3.0,3.0,0.03,"181 Longwood Dr, Manalapan, NJ, 07726",181 Longwood Dr,Manalapan,New Jersey,1650.0,07726
586321,for_sale,630000.0,5.0,2.0,0.46,"6 Hillcrest Rd, Manalapan, NJ, 07726",6 Hillcrest Rd,Manalapan,New Jersey,1527.0,07726
586327,for_sale,699999.0,3.0,3.0,0.18,"3 W Parsonage Way, Manalapan, NJ, 07726",3 W Parsonage Way,Manalapan,New Jersey,2694.0,07726
586334,for_sale,550000.0,4.0,2.0,0.47,"20 Ryan Rd, Manalapan, NJ, 07726",20 Ryan Rd,Manalapan,New Jersey,1902.0,07726
586335,for_sale,975000.0,4.0,3.0,1.6,"66 Iron Ore Rd, Manalapan, NJ, 07726",66 Iron Ore Rd,Manalapan,New Jersey,4000.0,07726
586339,for_sale,993830.0,2.0,2.0,0.19,"4 Scarlett Ter, Manalapan, NJ, 07726",4 Scarlett Ter,Manalapan,New Jersey,2414.0,07726
586340,for_sale,962635.0,2.0,2.0,0.19,"8 Scarlett Ter, Manalapan, NJ, 07726",8 Scarlett Ter,Manalapan,New Jersey,2229.0,07726
586342,for_sale,1072160.0,3.0,3.0,0.24,"10 Scarlett Ter, Manalapan, NJ, 07726",10 Scarlett Ter,Manalapan,New Jersey,3185.0,07726
586343,for_sale,1103748.0,3.0,3.0,0.19,"6 Scarlett Ter, Manalapan, NJ, 07726",6 Scarlett Ter,Manalapan,New Jersey,3347.0,07726
586351,for_sale,650000.0,4.0,4.0,0.12,"216 Ronald Ct, Manalapan, NJ, 07726",216 Ronald Ct,Manalapan,New Jersey,3100.0,07726
586352,for_sale,395000.0,2.0,2.0,0.02,"638 St Andrews Pl, Manalapan, NJ, 07726",638 St Andrews Pl,Manalapan,New Jersey,1592.0,07726
586354,for_sale,340000.0,2.0,3.0,0.05,"71 Carriage Ln, Englishtown, NJ, 07726",71 Carriage Ln,Englishtown,New Jersey,1704.0,07726
586355,for_sale,560000.0,4.0,3.0,0.03,"217 Deepwater Cir, Manalapan, NJ, 07726",217 Deepwater Cir,Manalapan,New Jersey,2240.0,07726
586365,for_sale,1249000.0,5.0,5.0,1.26,"111 Gordons Corner Rd, Manalapan, NJ, 07726",111 Gordons Corner Rd,Manalapan,New Jersey,3800.0,07726
586367,for_sale,409999.0,2.0,2.0,0.02,"419 Saint Andrews Pl, Manalapan, NJ, 07726",419 Saint Andrews Pl,Manalapan,New Jersey,1592.0,07726
586383,for_sale,1399000.0,4.0,4.0,1.84,"2 Christie Ct, Manalapan, NJ, 07726",2 Christie Ct,Manalapan,New Jersey,3433.0,07726
586385,for_sale,699000.0,4.0,4.0,0.13,"5 Saddlebrook Dr, Manalapan, NJ, 07726",5 Saddlebrook Dr,Manalapan,New Jersey,2491.0,07726
586387,for_sale,449990.0,3.0,2.0,0.19,"11 S Main St, Englishtown, NJ, 07726",11 S Main St,Englishtown,New Jersey,1964.0,07726
586389,for_sale,569900.0,3.0,3.0,0.03,"32 Demarest Dr, Manalapan, NJ, 07726",32 Demarest Dr,Manalapan,New Jersey,1875.0,07726
586395,for_sale,579900.0,3.0,3.0,0.03,"34 Demarest Dr, Manalapan, NJ, 07726",34 Demarest Dr,Manalapan,New Jersey,1929.0,07726
586397,for_sale,735000.0,5.0,4.0,0.48,"19 W Dey St, Englishtown, NJ, 07726",19 W Dey St,Englishtown,New Jersey,3287.0,07726
586398,for_sale,360000.0,2.0,3.0,0.02,"126 Heron Ct, Manalapan, NJ, 07726",126 Heron Ct,Manalapan,New Jersey,1444.0,07726
586407,for_sale,645000.0,2.0,2.0,0.17,"29 Maremanna Dr, Manalapan, NJ, 07726",29 Maremanna Dr,Manalapan,New Jersey,1900.0,07726
586418,for_sale,749000.0,4.0,4.0,0.19,"2 Raymond Ct, Englishtown, NJ, 07726",2 Raymond Ct,Englishtown,New Jersey,2378.0,07726
586423,for_sale,1150000.0,5.0,6.0,1.0,"153 Sweetmans Ln Lot 204, Manalapan, NJ, 07726",153 Sweetmans Ln Lot 204,Manalapan,New Jersey,4342.0,07726
586425,for_sale,1186000.0,5.0,5.0,1.87,"1 Stonebridge Ct, Manalapan, NJ, 07726",1 Stonebridge Ct,Manalapan,New Jersey,4100.0,07726
586461,for_sale,625000.0,4.0,2.0,0.29,"419 Helen Ter, Neptune Township, NJ, 07753",419 Helen Ter,Neptune Township,New Jersey,2027.0,07753
586564,for_sale,759000.0,3.0,4.0,0.03,"60 Golden Eye Ln, Port Monmouth, NJ, 07758",60 Golden Eye Ln,Port Monmouth,New Jersey,2461.0,07758
586571,for_sale,649950.0,4.0,3.0,0.23,"261 Main St, Port Monmouth, NJ, 07758",261 Main St,Port Monmouth,New Jersey,2136.0,07758
586592,for_sale,999000.0,6.0,5.0,0.45,"266 Norwood Ave Unit R, West Long Branch, NJ, 07764",266 Norwood Ave Unit R,West Long Branch,New Jersey,4050.0,07764
586598,for_sale,799000.0,3.0,3.0,0.4,"55 Locust Ave, West Long Branch, NJ, 07764",55 Locust Ave,West Long Branch,New Jersey,2488.0,07764
586599,for_sale,735000.0,3.0,2.0,0.2,"128 Beechwood Ave, West Long Branch, NJ, 07764",128 Beechwood Ave,West Long Branch,New Jersey,1534.0,07764
586739,for_sale,649000.0,4.0,5.0,3.07,"2014 Stillwater Rd, Frelinghuysen, NJ, 07825",2014 Stillwater Rd,Frelinghuysen,New Jersey,3743.0,07825
586815,for_sale,799000.0,3.0,2.0,0.2,"419 Harnell Ave, Oakhurst, NJ, 07755",419 Harnell Ave,Oakhurst,New Jersey,1918.0,07755
586849,for_sale,399900.0,2.0,1.0,0.11,"503 Couse Rd, Neptune Township, NJ, 07753",503 Couse Rd,Neptune Township,New Jersey,1332.0,07753
586885,for_sale,549000.0,4.0,3.0,0.14,"31 Wicker Pl, Marlboro, NJ, 07751",31 Wicker Pl,Marlboro,New Jersey,2123.0,07751
586898,for_sale,875000.0,4.0,2.0,2.01,"7 Syngle Way, Morganville, NJ, 07751",7 Syngle Way,Morganville,New Jersey,2819.0,07751
586927,for_sale,279900.0,6.0,4.0,0.39,"232 Old Chimney Ridge Rd, Montague, NJ, 07827",232 Old Chimney Ridge Rd,Montague,New Jersey,2600.0,07827
586930,for_sale,1400000.0,4.0,4.0,0.14,"10 South Way, Sea Bright, NJ, 07760",10 South Way,Sea Bright,New Jersey,4000.0,07760
586937,for_sale,2300000.0,4.0,4.0,0.23,"10 1/2 Warren St, Rumson, NJ, 07760",10 1/2 Warren St,Rumson,New Jersey,3990.0,07760
586940,for_sale,1850000.0,5.0,2.0,1.87,"8 Willowbrook Rd, Rumson, NJ, 07760",8 Willowbrook Rd,Rumson,New Jersey,5128.0,07760
586971,for_sale,449900.0,3.0,4.0,0.17,"44 Main St, Califon, NJ, 07830",44 Main St,Califon,New Jersey,2462.0,07830
587125,for_sale,255000.0,3.0,2.0,0.53,"91 Celery Ave, New Hampton, NY, 10958",91 Celery Ave,New Hampton,New York,1257.0,10958
587623,for_sale,279900.0,3.0,3.0,1.14,"9809 N Delaware Dr, Lower Mt Bethel Township, PA, 18013",9809 N Delaware Dr,Lower Mt Bethel Township,Pennsylvania,1865.0,18013
587626,for_sale,129900.0,3.0,1.0,0.56,"15 Elm St, East Stroudsburg, PA, 18301",15 Elm St,East Stroudsburg,Pennsylvania,1050.0,18301
587627,for_sale,160000.0,3.0,1.0,0.22,"6489 Ann Ave, Bangor, PA, 18013",6489 Ann Ave,Bangor,Pennsylvania,1011.0,18013
587635,for_sale,189900.0,2.0,3.0,0.03,"12 Turtle Way, Stroudsburg, PA, 18360",12 Turtle Way,Stroudsburg,Pennsylvania,1230.0,18360
587639,for_sale,259900.0,3.0,2.0,0.13,"196 Lackawanna Ave, East Stroudsburg, PA, 18301",196 Lackawanna Ave,East Stroudsburg,Pennsylvania,1306.0,18301
587644,for_sale,135900.0,3.0,1.0,0.09,"31 Messinger St, Bangor, PA, 18013",31 Messinger St,Bangor,Pennsylvania,904.0,18013
587648,for_sale,171500.0,2.0,2.0,0.02,"35 Harmon Dr Unit 35, Stroudsburg, PA, 18360",35 Harmon Dr Unit 35,Stroudsburg,Pennsylvania,1166.0,18360
587651,for_sale,189900.0,4.0,2.0,0.15,"447 S Main St, Bangor, PA, 18013",447 S Main St,Bangor,Pennsylvania,2088.0,18013
587657,for_sale,394500.0,4.0,3.0,0.27,"125 Lee Ave, Stroudsburg, PA, 18360",125 Lee Ave,Stroudsburg,Pennsylvania,2646.0,18360
587659,for_sale,2250000.0,4.0,4.0,50.1,"6431 Franklin Hill Rd, East Stroudsburg, PA, 18301",6431 Franklin Hill Rd,East Stroudsburg,Pennsylvania,3902.0,18301
587661,for_sale,285000.0,3.0,2.0,0.24,"1701 Laural St, Stroud Township, PA, 18360",1701 Laural St,Stroud Township,Pennsylvania,1161.0,18360
587663,for_sale,1500000.0,3.0,5.0,15.0,"312 S Delaware Dr, Upper Mt Bethel Township, PA, 18343",312 S Delaware Dr,Upper Mt Bethel Township,Pennsylvania,2500.0,18343
587902,for_sale,199000.0,3.0,3.0,0.48,"246 Well Rd, Greeley, PA, 18425",246 Well Rd,Greeley,Pennsylvania,2200.0,18425
587959,for_sale,449900.0,4.0,3.0,0.85,"Tle McKinley Way Lot 506, East Stroudsburg, PA, 18301",Tle McKinley Way Lot 506,East Stroudsburg,Pennsylvania,2107.0,18301
587960,for_sale,245000.0,3.0,3.0,0.32,"2 Ashburn Dr, East Stroudsburg, PA, 18301",2 Ashburn Dr,East Stroudsburg,Pennsylvania,1350.0,18301
587962,for_sale,219900.0,1.0,2.0,0.15,"137 S 2nd St, Bangor, PA, 18013",137 S 2nd St,Bangor,Pennsylvania,2800.0,18013
587963,for_sale,269000.0,4.0,2.0,0.39,"403 N 8th St, Stroudsburg, PA, 18360",403 N 8th St,Stroudsburg,Pennsylvania,2142.0,18360
587967,for_sale,169000.0,3.0,1.0,0.05,"90 Youmans Ave, Washington, NJ, 07882",90 Youmans Ave,Washington,New Jersey,1398.0,07882
587968,for_sale,470000.0,4.0,3.0,0.15,"504 Thomas St, Stroudsburg, PA, 18360",504 Thomas St,Stroudsburg,Pennsylvania,2808.0,18360
588053,for_sale,189000.0,3.0,3.0,0.9,"246 Craigs Meadow Rd, East Stroudsburg, PA, 18301",246 Craigs Meadow Rd,East Stroudsburg,Pennsylvania,3182.0,18301
588055,for_sale,139995.0,3.0,2.0,0.85,"309 Tower Dr, East Stroudsburg, PA, 18302",309 Tower Dr,East Stroudsburg,Pennsylvania,1509.0,18302
588056,for_sale,169000.0,3.0,1.0,0.69,"102 Allyson Ln, Shohola, PA, 18458",102 Allyson Ln,Shohola,Pennsylvania,4632.0,18458
588063,for_sale,394900.0,2.0,3.0,0.06,"511 Macintosh Way, Matamoras, PA, 18336",511 Macintosh Way,Matamoras,Pennsylvania,2200.0,18336
588077,for_sale,449000.0,2.0,3.0,0.06,"802 Macintosh Way, Matamoras, PA, 18336",802 Macintosh Way,Matamoras,Pennsylvania,2156.0,18336
588099,for_sale,874999.0,5.0,5.0,0.6,"126 Mountain View Vw, East Stroudsburg, PA, 18302",126 Mountain View Vw,East Stroudsburg,Pennsylvania,6300.0,18302
588100,for_sale,625000.0,5.0,4.0,1.5,"123 Remuda Dr, Hawley, PA, 18428",123 Remuda Dr,Hawley,Pennsylvania,5138.0,18428
588114,for_sale,357900.0,2.0,3.0,0.06,"302 Macintosh Way, Matamoras, PA, 18336",302 Macintosh Way,Matamoras,Pennsylvania,2156.0,18336
588117,for_sale,367900.0,2.0,3.0,0.06,"306 Macintosh Way, Matamoras, PA, 18336",306 Macintosh Way,Matamoras,Pennsylvania,2156.0,18336
588120,for_sale,394900.0,3.0,3.0,0.06,"308 Macintosh Way, Matamoras, PA, 18336",308 Macintosh Way,Matamoras,Pennsylvania,2156.0,18336
588122,for_sale,382900.0,2.0,3.0,0.06,"310 Macintosh Way, Matamoras, PA, 18336",310 Macintosh Way,Matamoras,Pennsylvania,2200.0,18336
588123,for_sale,382900.0,2.0,3.0,0.06,"300 Macintosh Way, Matamoras, PA, 18336",300 Macintosh Way,Matamoras,Pennsylvania,2200.0,18336
588130,for_sale,342900.0,2.0,3.0,0.06,"303 Braeburn Path, Matamoras, PA, 18336",303 Braeburn Path,Matamoras,Pennsylvania,2156.0,18336
588144,for_sale,515000.0,2.0,3.0,0.06,"806 Macintosh Way, Matamoras, PA, 18336",806 Macintosh Way,Matamoras,Pennsylvania,2156.0,18336
588148,for_sale,515000.0,2.0,3.0,0.06,"804 Macintosh Way, Matamoras, PA, 18336",804 Macintosh Way,Matamoras,Pennsylvania,2156.0,18336
588181,for_sale,119900.0,2.0,1.0,0.39,"219 Rock Hill Dr, Dingmans Ferry, PA, 18328",219 Rock Hill Dr,Dingmans Ferry,Pennsylvania,1677.0,18328
588182,for_sale,439900.0,3.0,3.0,2.23,"151 Don Dr, Shohola, PA, 18458",151 Don Dr,Shohola,Pennsylvania,4411.0,18458
